#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_greenwich;Greenwich;Greenwich;Greenwich;;Greenwich;;;;;;;;;x
d_greenwich_adj;Greenwichian;;greenwicher;;;;;;;;;;;x
d_hamilton_heights;Hamilton Heights;Hamilton Heights;Hamilton Heights;;Hamilton Heights;;;;;;;;;x
d_hamilton_heights_adj;Hamilton Heightsian;;Hamilton Heightser;;;;;;;;;;;x
d_hells_kitchen;Hell's Kitchen;Hell's Kitchen;Hell's Kitchen;;Hell's Kitchen;;;;;;;;;x
d_hells_kitchen_adj;Hells Kitchenian;;Hell's Kitchener;;;;;;;;;;;x
d_hillside;Hillside;Hillside;Hillside;;Hillside;;;;;;;;;x
d_hillside_adj;Hillsidean;;hillsider;;;;;;;;;;;x
d_hudson_heights;Hudson Heights;Hudson Heights;Hudson Heights;;Hudson Heights;;;;;;;;;x
d_hudson_heights_adj;Hudson Heightsian;;Hudson Heightser;;;;;;;;;;;x
d_hunts_point;Hunts Point;Hunts Point;Hunts Point;;Hunts Point;;;;;;;;;x
d_hunts_point_adj;Hunts Pointian;;Hunts Pointer;;;;;;;;;;;x
d_idlewild;Idlewild;Idlewild;Idlewild;;Idlewild;;;;;;;;;x
d_idlewild_adj;Idlewildian;;idlewilder;;;;;;;;;;;x
d_inwood;Inwood;Inwood;Inwood;;Inwood;;;;;;;;;x
d_inwood_adj;Inwoodian;;inwooder;;;;;;;;;;;x
d_jamaica;Jamaica;Jamaica;Jamaica;;Jamaica;;;;;;;;;x
d_jamaica_adj;Jamaican;;jamaicer;;;;;;;;;;;x
d_jamaica_bay;Jamaica Bay;Jamaica Bay;Jamaica Bay;;Jamaica Bay;;;;;;;;;x
d_jamaica_bay_adj;Jamaica Baian;;Jamaica Baer;;;;;;;;;;;x
d_kingsbridge;Kingsbridge;Kingsbridge;Kingsbridge;;Kingsbridge;;;;;;;;;x
d_kingsbridge_adj;Kingsbridgean;;kingsbridger;;;;;;;;;;;x
d_kingsbridge_heights;Kingsbridge Heights;Kingsbridge Heights;Kingsbridge Heights;;Kingsbridge Heights;;;;;;;;;x
d_kingsbridge_heights_adj;Kingsbridge Heightsian;;Kingsbridge Heightser;;;;;;;;;;;x
d_laurelton;Laurelton;Laurelton;Laurelton;;Laurelton;;;;;;;;;x
d_laurelton_adj;Laureltonian;;laureltoner;;;;;;;;;;;x
d_lenox_hill;Lenox Hill;Lenox Hill;Lenox Hill;;Lenox Hill;;;;;;;;;x
d_lenox_hill_adj;Lenox Hillian;;Lenox Hiller;;;;;;;;;;;x
d_lincoln_square;Lincoln Square;Lincoln Square;Lincoln Square;;Lincoln Square;;;;;;;;;x
d_lincoln_square_adj;Lincoln Squarean;;Lincoln Squarer;;;;;;;;;;;x
d_little_italy;Little Italy;Little Italy;Little Italy;;Little Italy;;;;;;;;;x
d_little_italy_adj;Little Italian;;Little Italer;;;;;;;;;;;x
d_little_neck;Little Neck;Little Neck;Little Neck;;Little Neck;;;;;;;;;x
d_little_neck_adj;Little Neckian;;Little Necker;;;;;;;;;;;x
d_long_island_city;Long Island City;Long Island City;Long Island City;;Long Island City;;;;;;;;;x
d_long_island_city_adj;Long Island Citian;;Long Island Citer;;;;;;;;;;;x
d_lower_east_side;Lower East Side;Lower East Side;Lower East Side;;Lower East Side;;;;;;;;;x
d_lower_east_side_adj;Lower East Sidean;;Lower East Sider;;;;;;;;;;;x
d_manhattan_valley;Manhattan Valley;Manhattan Valley;Manhattan Valley;;Manhattan Valley;;;;;;;;;x
d_manhattan_valley_adj;Manhattan Valleian;;Manhattan Valleer;;;;;;;;;;;x
d_marine_park;Marine Park;Marine Park;Marine Park;;Marine Park;;;;;;;;;x
d_marine_park_adj;Marine Parkian;;Marine Parker;;;;;;;;;;;x
d_maspeth;Maspeth;Maspeth;Maspeth;;Maspeth;;;;;;;;;x
d_maspeth_adj;Maspethian;;maspether;;;;;;;;;;;x
d_middletown;Middletown;Middletown;Middletown;;Middletown;;;;;;;;;x
d_middletown_adj;Middletownian;;middletowner;;;;;;;;;;;x
d_midtown;Midtown;Midtown;Midtown;;Midtown;;;;;;;;;x
d_midtown_adj;Midtownian;;midtowner;;;;;;;;;;;x
d_midwood;Midwood;Midwood;Midwood;;Midwood;;;;;;;;;x
d_midwood_adj;Midwoodian;;midwooder;;;;;;;;;;;x
d_morningside;Morningside;Morningside;Morningside;;Morningside;;;;;;;;;x
d_morningside_adj;Morningsidean;;morningsider;;;;;;;;;;;x
d_mott_haven;Mott Haven;Mott Haven;Mott Haven;;Mott Haven;;;;;;;;;x
d_mott_haven_adj;Mott Havenian;;Mott Havener;;;;;;;;;;;x
d_murray_hill;Murray Hill;Murray Hill;Murray Hill;;Murray Hill;;;;;;;;;x
d_murray_hill_adj;Murray Hillian;;Murray Hiller;;;;;;;;;;;x
d_new_lots;New Lots;New Lots;New Lots;;New Lots;;;;;;;;;x
d_new_lots_adj;New Lotsian;;New Lotser;;;;;;;;;;;x
d_north_harlem;North Harlem;North Harlem;North Harlem;;North Harlem;;;;;;;;;x
d_north_harlem_adj;North Harlemian;;North Harlemer;;;;;;;;;;;x
d_ozone_park;Ozone Park;Ozone Park;Ozone Park;;Ozone Park;;;;;;;;;x
d_ozone_park_adj;Ozone Parkian;;Ozone Parker;;;;;;;;;;;x
d_parkchester;Parkchester;Parkchester;Parkchester;;Parkchester;;;;;;;;;x
d_parkchester_adj;Parkchesterian;;parkchesterer;;;;;;;;;;;x
d_pelham_bay;Pelham Bay;Pelham Bay;Pelham Bay;;Pelham Bay;;;;;;;;;x
d_pelham_bay_adj;Pelham Baian;;Pelham Baer;;;;;;;;;;;x
d_pelham_town;Pelham Town;Pelham Town;Pelham Town;;Pelham Town;;;;;;;;;x
d_pelham_town_adj;Pelham Townian;;Pelham Towner;;;;;;;;;;;x
d_port_richmond;Port Richmond;Port Richmond;Port Richmond;;Port Richmond;;;;;;;;;x
d_port_richmond_adj;Port Richmondian;;Port Richmonder;;;;;;;;;;;x
d_queens_village;Queens Village;Queens Village;Queens Village;;Queens Village;;;;;;;;;x
d_queens_village_adj;Queens Villagean;;Queens Villager;;;;;;;;;;;x
d_randalls_and_wards_island;Randall's and Wards Island;Randall's and Wards Island;Randall's and Wards Island;;Randall's and Wards Island;;;;;;;;;x
d_randalls_and_wards_island_adj;Randallsian;;Randall's and Wards Islander;;;;;;;;;;;x
d_red_hook;Red Hook;Red Hook;Red Hook;;Red Hook;;;;;;;;;x
d_red_hook_adj;Red Hookian;;Red Hooker;;;;;;;;;;;x
d_ridgewood;Ridgewood;Ridgewood;Ridgewood;;Ridgewood;;;;;;;;;x
d_ridgewood_adj;Ridgewoodian;;ridgewooder;;;;;;;;;;;x
d_riverdale;Riverdale;Riverdale;Riverdale;;Riverdale;;;;;;;;;x
d_riverdale_adj;Riverdalean;;riverdaler;;;;;;;;;;;x
d_rockaway_beach;Rockaway Beach;Rockaway Beach;Rockaway Beach;;Rockaway Beach;;;;;;;;;x
d_rockaway_beach_adj;Rockaway Beachian;;Rockaway Beacher;;;;;;;;;;;x
d_schuylerville;Schuylerville;Schuylerville;Schuylerville;;Schuylerville;;;;;;;;;x
d_schuylerville_adj;Schuylervillean;;schuylerviller;;;;;;;;;;;x
d_sheepshead_bay;Sheepshead Bay;Sheepshead Bay;Sheepshead Bay;;Sheepshead Bay;;;;;;;;;x
d_sheepshead_bay_adj;Sheepshead Baian;;Sheepshead Baer;;;;;;;;;;;x
d_soundview;Soundview;Soundview;Soundview;;Soundview;;;;;;;;;x
d_soundview_adj;Soundviewian;;soundviewer;;;;;;;;;;;x
d_south_harlem;South Harlem;South Harlem;South Harlem;;South Harlem;;;;;;;;;x
d_south_harlem_adj;South Harlemian;;South Harlemer;;;;;;;;;;;x
d_south_jamaica;South Jamaica;South Jamaica;South Jamaica;;South Jamaica;;;;;;;;;x
d_south_jamaica_adj;South Jamaican;;South Jamaicer;;;;;;;;;;;x
d_southfield;Southfield;Southfield;Southfield;;Southfield;;;;;;;;;x
d_southfield_adj;Southfieldian;;southfielder;;;;;;;;;;;x
d_springville;Springville;Springville;Springville;;Springville;;;;;;;;;x
d_springville_adj;Springvillean;;springviller;;;;;;;;;;;x
d_steinway;Steinway;Steinway;Steinway;;Steinway;;;;;;;;;x
d_steinway_adj;Steinwaian;;steinwaer;;;;;;;;;;;x
d_sunnyside;Sunnyside;Sunnyside;Sunnyside;;Sunnyside;;;;;;;;;x
d_sunnyside_adj;Sunnysidean;;sunnysider;;;;;;;;;;;x
d_sunset_park;Sunset Park;Sunset Park;Sunset Park;;Sunset Park;;;;;;;;;x
d_sunset_park_adj;Sunset Parkian;;Sunset Parker;;;;;;;;;;;x
d_tottenville;Tottenville;Tottenville;Tottenville;;Tottenville;;;;;;;;;x
d_tottenville_adj;Tottenvillean;;tottenviller;;;;;;;;;;;x
d_tremont;Tremont;Tremont;Tremont;;Tremont;;;;;;;;;x
d_tremont_adj;Tremontian;;tremonter;;;;;;;;;;;x
d_tribeca;Tribeca;Tribeca;Tribeca;;Tribeca;;;;;;;;;x
d_tribeca_adj;Tribecan;;tribecer;;;;;;;;;;;x
d_turtle_bay;Turtle Bay;Turtle Bay;Turtle Bay;;Turtle Bay;;;;;;;;;x
d_turtle_bay_adj;Turtle Baian;;Turtle Baer;;;;;;;;;;;x
d_upper_east_side;Upper East Side;Upper East Side;Upper East Side;;Upper East Side;;;;;;;;;x
d_upper_east_side_adj;Upper East Sidean;;Upper East Sider;;;;;;;;;;;x
d_upper_jamaica;Upper Jamaica;Upper Jamaica;Upper Jamaica;;Upper Jamaica;;;;;;;;;x
d_upper_jamaica_adj;Upper Jamaican;;Upper Jamaicer;;;;;;;;;;;x
d_upper_west_side;Upper West Side;Upper West Side;Upper West Side;;Upper West Side;;;;;;;;;x
d_upper_west_side_adj;Upper West Sidean;;Upper West Sider;;;;;;;;;;;x
d_uptown_flushing;Uptown Flushing;Uptown Flushing;Uptown Flushing;;Uptown Flushing;;;;;;;;;x
d_uptown_flushing_adj;Uptown Flushingian;;Uptown Flushinger;;;;;;;;;;;x
d_washington_heights;Washington Heights;Washington Heights;Washington Heights;;Washington Heights;;;;;;;;;x
d_washington_heights_adj;Washington Heightsian;;Washington Heightser;;;;;;;;;;;x
d_westchester;Westchester;Westchester;Westchester;;Westchester;;;;;;;;;x
d_westchester_adj;Westchesterian;;westchesterer;;;;;;;;;;;x
d_westfield;Westfield;Westfield;Westfield;;Westfield;;;;;;;;;x
d_westfield_adj;Westfieldian;;westfielder;;;;;;;;;;;x
d_whitestone;Whitestone;Whitestone;Whitestone;;Whitestone;;;;;;;;;x
d_whitestone_adj;Whitestonean;;whitestoner;;;;;;;;;;;x
d_williamsburg;Williamsburg;Williamsburg;Williamsburg;;Williamsburg;;;;;;;;;x
d_williamsburg_adj;Williamsburgian;;williamsburger;;;;;;;;;;;x
d_yorkville;Yorkville;Yorkville;Yorkville;;Yorkville;;;;;;;;;x
d_yorkville_adj;Yorkvillean;;yorkviller;;;;;;;;;;;x
